SL No,ATM Name,Address
8,"Tebunia FT-1, Pabna ATM","Khan Palace, Tebunia Bazar, Pabna Sadar, Pabna-6600."
9,"Tebunia FT-2, Pabna ATM","Khan Palace, Tebunia Bazar, Pabna Sadar, Pabna-6600."
10,"Tebunia FT-3, Pabna ATM","Khan Palace, Tebunia Bazar, Pabna Sadar, Pabna-6600."
11,"Dashuria Bazar FT - 1, Pabna","Alhaj Rowshan Khan super Market, Dashuria Bazar, Pabna"
12,"Dashuria Bazar FT - 2, Pabna","Alhaj Rowshan Khan super Market, Dashuria Bazar, Pabna"
13,"Dashuria Bazar FT - 3, Pabna","Alhaj Rowshan Khan super Market, Dashuria Bazar, Pabna"
14,"Thana Road FT-1, Pabna ATM","JB Complex, Holding-1311-000, 001, Thana Road, Pabna Sadar, Pabna-6600."
15,"Thana Road FT-2, Pabna ATM","JB Complex, Holding-1311-000, 001, Thana Road, Pabna Sadar, Pabna-6600."
16,"Thana Road FT-3, Pabna ATM","JB Complex, Holding-1311-000, 001, Thana Road, Pabna Sadar, Pabna-6600."
17,"Library Bazar-1, Pabna ATM","Library Bazar, DC Road, Pabna"
18,"Library Bazar-2, Pabna ATM","Library Bazar, DC Road, Pabna"
1,SANTHIA FT-1 PABNA,"Tin Matha Moor, Santhia Bazar, Santhia, Pabna"
2,SANTHIA FT-2 PABNA,"Tin Matha Moor, Santhia Bazar, Santhia, Pabna"
3,SANTHIA FT-3 PABNA,"Tin Matha Moor, Santhia Bazar, Santhia, Pabna"
1,"Sujanagar FT-1, Pabna ATM","SR Tower, Sujanagar-Pabna Road, Sujanagar, Pabna"
2,"Sujanagar FT-2, Pabna ATM","SR Tower, Sujanagar-Pabna Road, Sujanagar, Pabna"
3,"Sujanagar FT-3, Pabna ATM","SR Tower, Sujanagar-Pabna Road, Sujanagar, Pabna"
1,"Bagha FT-1, Rajshahi ATM","Bhai Bhai Plaza, Lalpur Road, Bagha Bazar, Bagha, Rajshahi-6280."
2,"Bagha FT-2, Rajshahi ATM","Bhai Bhai Plaza, Lalpur Road, Bagha Bazar, Bagha, Rajshahi-6280."
3,"Bagha FT-3, Rajshahi ATM","Bhai Bhai Plaza, Lalpur Road, Bagha Bazar, Bagha, Rajshahi-6280."
1,BAGHMARA FT-1 RAJ,"Sathi Super Market, Holding - 294, Bhawaniganj Bazar Road, Baghmara, Rajshahi"
2,BAGHMARA FT-2 RAJ,"Sathi Super Market, Holding - 294, Bhawaniganj Bazar Road, Baghmara, Rajshahi"
3,BAGHMARA FT-3 RAJ,"Sathi Super Market, Holding - 294, Bhawaniganj Bazar Road, Baghmara, Rajshahi"
4,BAGHMARA FT-4 RAJ,"Sathi Super Market, Holding - 294, Bhawaniganj Bazar Road, Baghmara, Rajshahi"
1,CHARGHAT FT-1 RAJ,"Holding - 229, Charghat Bazar, Charghat-Bagha Road, Charghat, Rajshahi.Â  "
2,CHARGHAT FT-2 RAJ,"Holding - 229, Charghat Bazar, Charghat-Bagha Road, Charghat, Rajshahi.Â  "
3,CHARGHAT FT-3 RAJ,"Holding - 229, Charghat Bazar, Charghat-Bagha Road, Charghat, Rajshahi.Â  "
1,"Durgapur, Rajshahi","Holding - 280, Thana Moor, Durgapur, Rajshahi-6240. "
2,"Durgapur, Rajshahi","Holding - 280, Thana Moor, Durgapur, Rajshahi-6240. "
3,"Durgapur, Rajshahi","Holding - 280, Thana Moor, Durgapur, Rajshahi-6240. "
1,GODAGARI FT-1 RAJ,"Holding - 770, Modina Shopping Complex, Godagari, Rajshahi"
2,GODAGARI FT-2 RAJ,"Holding - 770, Modina Shopping Complex, Godagari, Rajshahi"
3,GODAGARI FT-3 RAJ,"Holding - 770, Modina Shopping Complex, Godagari, Rajshahi"
1,"Mohonpur FT - 1, RAJ ATM","Rakhi Shopping Center, Mohonpur Bazar, Vill -Mouza-Union # Bakshimoil, P.S. # Mohonpur, Rajshahi"
2,"Mohonpur FT - 2, RAJ ATM","Rakhi Shopping Center, Mohonpur Bazar, Vill -Mouza-Union # Bakshimoil, P.S. # Mohonpur, Rajshahi"
3,"Mohonpur FT - 3, RAJ ATM","Rakhi Shopping Center, Mohonpur Bazar, Vill -Mouza-Union # Bakshimoil, P.S. # Mohonpur, Rajshahi"
1,"Nawhata FT - 1, Raj ATM","Dag # 88, Rabeya Super Market, Nawhata Bazar, Rajshahi"
2,"Nawhata FT - 2, Raj ATM","Dag # 88, Rabeya Super Market, Nawhata Bazar, Rajshahi"
3,"Nawhata FT - 3, Raj ATM","Dag # 88, Rabeya Super Market, Nawhata Bazar, Rajshahi"
1,"Puthia FT - 1, Rajshahi ATM","S.S. Plaza, Holding - 80, Dhaka Road, Puthia, Rajshahi"
2,"Puthia FT - 2, Rajshahi ATM","S.S. Plaza, Holding - 80, Dhaka Road, Puthia, Rajshahi"
3,"Baneshwar, Rajshahi FT - 1 ATM","Hawa Plaza, Mouza: Shibpur, Union: Baneshwar, Thana: Puthia, Rajshahi"
4,"Baneshwar, Rajshahi FT - 2 ATM","Hawa Plaza, Mouza: Shibpur, Union: Baneshwar, Thana: Puthia, Rajshahi"
5,"Katakhali Bazar FT - 1, RAJ ATM","Katakhali Bazar, Shyampur, Motihar, Rajshahi"
6,"Katakhali Bazar FT - 2, RAJ ATM","Katakhali Bazar, Shyampur, Motihar, Rajshahi"
7,"Katakhali Bazar FT - 3, RAJ ATM","Katakhali Bazar, Shyampur, Motihar, Rajshahi"
8,"Puthia FT - 3, Rajshahi ATM","S.S. Plaza, Holding - 80, Dhaka Road, Puthia, Rajshahi"
9,Puthia FT-4 Rajshahi ATM,"S.S Plaza, Holding No: 80, Dhaka Road, Puthia, Rajshahi."
1,"Talaimari Moor FT-3, Rajshahi","Holding-36, Jahangir Sarani Road Talaimari East, Traffic Point, Motihar, Rajshahi."
2,"Talaimari Moor FT-2, Rajshahi","Holding-36, Jahangir Sarani Road Talaimari East, Traffic Point, Motihar, Rajshahi."
3,Shaheb Bazar RAJ FT - 6 ATM,"Khaza Plaza, Shaheb Bazar, Rajshahi"
4,Rajshahi Railway Station - 1 ATM,"Rajshahi Railway Station, Rajshahi"
5,Rajshahi Railway Station - 2 ATM,"Rajshahi Railway Station, Rajshahi"
6,Rajshahi University FT - 1 ATM,"Rajshahi University Campus (Western side of BNCC Heritage Building), Rajshahi University Main Road, Motihar, Rajshahi"
7,Rajshahi University FT - 2 ATM,"Rajshahi University Campus (Western side of BNCC Heritage Building), Rajshahi University Main Road, Motihar, Rajshahi"
8,Rajshahi University FT - 3 ATM,"Rajshahi University Campus (Western side of BNCC Heritage Building), Rajshahi University Main Road, Motihar, Rajshahi"
9,Rajshahi University FT - 4 ATM,"Rajshahi University Campus (Western side of BNCC Heritage Building), Rajshahi University Main Road, Motihar, Rajshahi"
10,"Namo Vaddara FT - 1, Rajshahi ATM","Saudia Market, 136, Namo Vaddara, Rajshahi"
11,"Namo Vaddara FT - 3, Rajshahi ATM","Shah Mukhdum Market, Sahaeb Bazar, Rajshahi"
12,"Uposahar FT - 3, Rajshahi ATM","House # 280/2, Upashahar, Rajshahi"
13,"Uposahar FT - 4, Rajshahi ATM","House # 280/2, Upashahar, Rajshahi"
14,"Laxmipur FT - 1, Rajshahi ATM","Mehdi Plaza, Holding # 13, Laxmipur Moor, Greater Road, Ward # 6, Rajshahi City Corporation, Rajpara, Rajshahi"
15,"Laxmipur FT - 2, Rajshahi ATM","Mehdi Plaza, Holding # 13, Laxmipur Moor, Greater Road, Ward # 6, Rajshahi City Corporation, Rajpara, Rajshahi"
16,"Laxmipur FT - 3, Rajshahi ATM","Mehdi Plaza, Holding # 13, Laxmipur Moor, Greater Road, Ward # 6, Rajshahi City Corporation, Rajpara, Rajshahi"
17,"Namo Vaddara FT - 2, Rajshahi ATM","Saudia Market, 136, Namo Vaddara, Rajshahi"
18,"Boalia, RAJ FT - 1 ATM","Holding No: 31/1, Greater Road, Ward No: 13,  Ghourhanga, Boalia, Rajshahi"
19,"Boalia, RAJ FT - 2 ATM","Holding No: 31/1, Greater Road, Ward No: 13,  Ghourhanga, Boalia, Rajshahi"
20,"Uposahar FT - 1, Rajshahi ATM","House # 280/2, Upashahar, Rajshahi"
21,"Laxmipur FT - 4, Rajshahi ATM","Mehdi Plaza, Holding # 13, Laxmipur Moor, Greater Road, Ward # 6, Rajshahi City Corporation, Rajpara, Rajshahi"
22,"Uposahar FT - 2, Rajshahi ATM","House # 280/2, Upashahar, Rajshahi"
23,Shaheb Bazar RAJ FT - 1 ATM,"Khaza Plaza, Shaheb Bazar, Rajshahi"
24,Shaheb Bazar RAJ FT - 2 ATM,"Khaza Plaza, Shaheb Bazar, Rajshahi"
25,Shaheb Bazar RAJ FT - 3 ATM,"Khaza Plaza, Shaheb Bazar, Rajshahi"
26,Shaheb Bazar RAJ FT - 4 ATM,"Khaza Plaza, Shaheb Bazar, Rajshahi"
27,"Boalia, RAJ FT - 3 ATM","Holding No: 31/1, Greater Road, Ward No: 13,  Ghourhanga, Boalia, Rajshahi"
28,"Boalia, RAJ FT - 4 ATM","Holding No: 31/1, Greater Road, Ward No: 13,  Ghourhanga, Boalia, Rajshahi"
29,"Talaimari Moor FT-1, Rajshahi","Holding-36, Jahangir Sarani Road Talaimari East, Traffic Point, Motihar, Rajshahi."
30,"Gourhanga FT -1, Rajshahi ATM","Theme Omor Plaza, Holding-60/1, Gourhanga, Boalia, Rajshahi-6100."
31,Court Moor FT-3 Rajshahi ATM,"Holding-2/2, Court Moor, Mohisbathan, Rajshahi."
32,Court Moor FT-4 Rajshahi ATM,"Holding-2/2, Court Moor, Mohisbathan, Rajshahi."
33,ALUPOTTY MR FT1 RAJ,"Holding - 192, Alupotty Moor, Ghoramara, Rajshahi"
34,ALUPOTTY MR FT2 RAJ,"Holding - 192, Alupotty Moor, Ghoramara, Rajshahi"
35,ALUPOTTY MR FT3 RAJ,"Holding - 192, Alupotty Moor, Ghoramara, Rajshahi"
36,Namo Vaddara FT-4 Rajshahi ATM,"136 Saudia Market, Namo Vodra, Rajshahi."
37,COURT MR FT-1 RAJ,"Holding - 2/2, Court Moor, Mohisbathan, Rajshahi"
38,COURT MR FT-2 RAJ,"Holding - 2/2, Court Moor, Mohisbathan, Rajshahi"
39,Shaheb Bazar RAJ FT - 5 ATM,"Khaza Plaza, Shaheb Bazar, Rajshahi"
40,"Aam Chattar FT-2, Rajshahi ATM","Prantik Bhaban, Holding-147, Airport Road, Aam Chattar, Shahmukdum, Rajshahi-6203."
41,"Aam Chattar FT-1, Rajshahi ATM","Prantik Bhaban, Holding-147, Airport Road, Aam Chattar, Shahmukdum, Rajshahi-6203."
42,"Gourhanga FT -2, Rajshahi ATM","Theme Omor Plaza, Holding-60/1, Gourhanga, Boalia, Rajshahi-6100."
43,"Gourhanga FT -3, Rajshahi ATM","Theme Omor Plaza, Holding-60/1, Gourhanga, Boalia, Rajshahi-6100."
44,"Sadhur Moor FT-3, Rajshahi ATM","Rahima Lodge, Raninagar, Sadhur Moor, Rajshahi."
45,Sheroyl Bus ST FT-2 Rajshahi,"Godhuly Super Market, Sheroyl Bus Terminal, Rajshahi."
46,"Sadhur Moor FT-1, Rajshahi ATM","Rahima Lodge, Raninagar, Sadhur Moor, Rajshahi."
47,"Sadhur Moor FT-2, Rajshahi ATM","Rahima Lodge, Raninagar, Sadhur Moor, Rajshahi."
48,Sheroyl Bus ST FT-1 Rajshahi,"Godhuly Super Market, Sheroyl Bus Terminal, Rajshahi."
49,"Aam Chattar FT-3, Rajshahi ATM","Prantik Bhaban, Holding-147, Airport Road, Aam Chattar, Shahmukdum, Rajshahi-6203."
50,"Sadhur Moor FT-4, Rajshahi ATM","Rahima Lodge, Raninagar, Sadhur Moor, Rajshahi."
1,TANORE FT-2 RAJ,"Israfil Chowdhury Market, Tanore Bazar Moor, Tanore Rajshahi"
2,TANORE FT-3 RAJ,"Israfil Chowdhury Market, Tanore Bazar Moor, Tanore Rajshahi"
3,TANORE FT-1 RAJ,"Israfil Chowdhury Market, Tanore Bazar Moor, Tanore Rajshahi"
1,Badarganj FT-4 Rangpur ATM,"Shah Plaza, Holding-195, Ward-2, Badargonj, Rangpur."
2,BADARGANJ FT-1 RNG,"Shah Plaza, Holding-195, Ward-2, Badargonj, Rangpur"
3,BADARGANJ FT-2 RNG,"Shah Plaza, Holding -195, Ward -2, Badargonj, Rangpur"
4,BADARGANJ FT-3,"Shah Plaza, Holding -195, Ward -2, Badargonj, Rangpur"
1,GANGACHARA FT-1 RAN,"Janata Super Market, Gangachara, Rangpur"
2,GANGACHARA FT-2 RAN,"Janata Super Market, Gangachara, Rangpur"
3,GANGACHARA FT-3 RAN,"Janata Super Market, Gangachara, Rangpur"
1,"Haragach FT - 1, RNG ATM","Sharai Malia market, Holding - H - 550, Ward - 3, Haragach Pourashava, Rangpur"
2,"Haragach FT - 2, RNG ATM","Sharai Malia market, Holding - H - 550, Ward - 3, Haragach Pourashava, Rangpur"
3,"Haragach FT - 3, RNG ATM","Sharai Malia market, Holding - H - 550, Ward - 3, Haragach Pourashava, Rangpur"
4,Haragach FT-4 RNG ATM,"Sharai Malia Market, Holding-H-550, Ward No-3, Haragach Pourasava, Kawnia, Rangpur."
1,"Kawnia FT - 3, Rangpur ATM","Nasir Super Market, Thana Para, Kawnia, Rangpur"
2,"Kawnia FT - 1, Rangpur ATM","Nasir Super Market, Thana Para, Kawnia, Rangpur"
3,"Kawnia FT - 2, Rangpur ATM","Nasir Super Market, Thana Para, Kawnia, Rangpur"
1,"Shatibari, Rangpur FT - 1 ATM","S Alam Trade Center, Shatibari Horipur, Mouza: Shatibari Horipur, Durgapur, Mithapukur, Rangpur"
2,"Shatibari, Rangpur FT - 2 ATM","S Alam Trade Center, Shatibari Horipur, Mouza: Shatibari Horipur, Durgapur, Mithapukur, Rangpur"
1,"Pirgacha -1, Rangpur ATM","Protiva Super Market, PM Para, Gobindaganj, Gaibandha"
2,"Pirgacha -2, Rangpur ATM","Protiva Super Market, PM Para, Gobindaganj, Gaibandha"
3,"Pirgacha -3, Rangpur ATM","Protiva Super Market, PM Para, Gobindaganj, Gaibandha"
1,"Pirganj FT-1, Rangpur ATM","Zaman Plaza, Thana Road, Pirganj, Rangpur"
2,"Pirganj FT-2, Rangpur ATM","Zaman Plaza, Thana Road, Pirganj, Rangpur"
3,"Pirganj FT-3, Rangpur ATM","Zaman Plaza, Thana Road, Pirganj, Rangpur"
1,Chartala Moor FT-2 Rangpur ATM,"House-70, Road-1, Ward-27, Chartala Moor Alamnagar, Rangpur."
2,Chartala Moor FT-3 Rangpur ATM,"House-70, Road-1, Ward-27, Chartala Moor Alamnagar, Rangpur."
3,Betpotty Moor FT-5 Rangpur ATM,"Holding No. 00401, Betputty Moor, Dewan Bari, Rangpur."
4,Betpotty Moor FT-4 Rangpur ATM,"Holding No. 00401, Betputty Moor, Dewan Bari, Rangpur."
5,Betpotty Moor FT-2 Rangpur ATM,"Holding No. 00401, Betputty Moor, Dewan Bari, Rangpur."
6,Betpotty Moor FT-3 Rangpur ATM,"Holding No. 00401, Betputty Moor, Dewan Bari, Rangpur."
7,Betpotty Moor FT-1 Rangpur ATM,"Holding No. 00401, Betputty Moor, Dewan Bari, Rangpur."
8,R.K. Road FT-1  Dhap Rangpur,"Holding No. 19, R.K. Road, Dhap, Rangpur Sadar, Rangpur."
9,Chartala Moor FT-1 Rangpur ATM,"House-70, Road-1, Ward-27, Chartala Moor Alamnagar, Rangpur."
10,"Bangladesh Bank-1, Ranupur ATM","Bangladesh Bank, Rangpur-5400"
11,Pran RFL FT-4 RNG,"Rangpur Foundry Limited, BSCIC Plot No-B-34, BSCIC Industrial Estate, Rangpur."
12,"Central Bus Terminal FT - 4, RNG ATM","Haque Bazar, Badergonj Road. Ward No: 14, Rangpur Central Bus Terminal, Rangpur Sadar, Rangpur"
13,"Zilla Parisad - 1, Rangpur ATM","Zilla Parisad  Community Center, Rangpur"
14,"Zilla Parisad - 2, Rangpur ATM","Zilla Parisad  Community Center, Rangpur"
15,"Lalbag FT - 2, RNG ATM","Al- Rafi Shopping Complex, Holding No: 12, College Road, Lalbagh, Rangpur"
16,"Lalbag FT - 3, RNG ATM","Al- Rafi Shopping Complex, Holding No: 12, College Road, Lalbagh, Rangpur"
17,"Lalbag FT - 4, RNG ATM","Al- Rafi Shopping Complex, Holding No: 12, College Road, Lalbagh, Rangpur"
18,"C O Bazar - 1, Rangpur ATM","101, BDR Shopping Complex , C O Bazar, Rangpur"
19,"C O Bazar - 2, Rangpur ATM","101, BDR Shopping Complex , C O Bazar, Rangpur"
20,"Shapla Chattar FT - 3, Rangpur ATM","Shapla Chattar, Rangpur"
21,"Jahaj Company Moor, RNG FT - 3 ATM","G.M Tower, Holding # 16, G.L Roy Road, Jhahaj Company Moor, Rangpur"
22,"Mahiganj FT - 3, Rangpur ATM","House ? 135, Mahigonj Bazar, Mahigonj, Rangpur"
23,"Central Bus Terminal FT - 1, RNG ATM","Haque Bazar, Badergonj Road. Ward No: 14, Rangpur Central Bus Terminal, Rangpur Sadar, Rangpur"
24,"Park Moor, RNG FT - 3 ATM","Proja Plaza, House No: 47, Park Moor, Asratpur Rangpur"
25,"Park Moor, RNG FT - 4 ATM","Proja Plaza, House No: 47, Park Moor, Asratpur Rangpur"
26,"Lalbag FT - 1, RNG ATM","Al- Rafi Shopping Complex, Holding No: 12, College Road, Lalbagh, Rangpur"
27,"Shapla Chattar FT - 4, Rangpur ATM","Shapla Chattar, Rangpur"
28,"Central Bus Terminal FT - 2, RNG ATM","Haque Bazar, Badergonj Road. Ward No: 14, Rangpur Central Bus Terminal, Rangpur Sadar, Rangpur"
29,"Central Bus Terminal FT - 3, RNG ATM","Haque Bazar, Badergonj Road. Ward No: 14, Rangpur Central Bus Terminal, Rangpur Sadar, Rangpur"
30,"Jahaj Company Moor, RNG FT - 4 ATM","G.M  Tower, Holding # 16, G.L Roy Road, Jhahaj Company Moor, Rangpur"
31,"Paglapir Bazar, RNG FT - 1 ATM","Paglapir Shopping Complex, Paglapir Bazar, Mouza: Gokulpur, Union:Horidevpur, Rangpur"
32,"Paglapir Bazar, RNG FT - 2 ATM","Paglapir Shopping Complex, Paglapir Bazar, Mouza: Gokulpur, Union:Horidevpur, Rangpur"
33,"Shapla Chattar FT - 1, Rangpur ATM","Shapla Chattar, Rangpur"
34,"Shapla Chattar FT - 2, Rangpur ATM","Shapla Chattar, Rangpur"
35,"Mahiganj FT - 1, Rangpur ATM","House ? 135, Mahigonj Bazar, Mahigonj, Rangpur"
36,"Mahiganj FT - 2, Rangpur ATM","House ? 135, Mahigonj Bazar, Mahigonj, Rangpur"
37,"Park Moor, RNG FT - 1 ATM","Proja Plaza, House No: 47, Park Moor, Asratpur Rangpur"
38,"Park Moor, RNG FT - 2 ATM","Proja Plaza, House No: 47, Park Moor, Asratpur Rangpur"
39,"Jahaj Company Moor, RNG FT - 1 ATM","G.M Tower, Holding # 16, G.L Roy Road, Jhahaj Company Moor, Rangpur"
40,"Jahaj Company Moor, RNG FT - 2 ATM","G.M Tower, Holding # 16, G.L Roy Road, Jhahaj Company Moor, Rangpur"
41,"Jail Road FT-1, Rangpur ATM","Holding-4, Road-1, Dhap Jail Road, Rangpur Sadar, Rangpur-5400."
42,"Jail Road FT-2, Rangpur ATM","Holding-4, Road-1, Dhap Jail Road, Rangpur Sadar, Rangpur-5400."
43,"Jail Road FT-3, Rangpur ATM","Holding-4, Road-1, Dhap Jail Road, Rangpur Sadar, Rangpur-5400."
44,Pran RFL FT-1 RNG,"Rangpur Foundry Limited, BSCIC Plot No-B-34, BSCIC Industrial Estate, Rangpur."
45,R.K. Road FT-3  Dhap Rangpur,"Holding No. 19, R.K. Road, Dhap, Rangpur Sadar, Rangpur."
46,R.K. Road FT-2  Dhap Rangpur,"Holding No. 19, R.K. Road, Dhap, Rangpur Sadar, Rangpur."
47,Pran RFL FT-2 RNG,"Rangpur Foundry Limited, BSCIC Plot No-B-34, BSCIC Industrial Estate, Rangpur."
48,Pran RFL FT-3 RNG,"Rangpur Foundry Limited, BSCIC Plot No-B-34, BSCIC Industrial Estate, Rangpur."
49,Rail Station FT-1 Rangpur ATM,"Rail Station, Alam Nagar, Rangpur."
50,Rail Station FT-2 Rangpur ATM,"Rail Station, Alam Nagar, Rangpur."
51,Rail Station FT-3 Rangpur ATM,"Rail Station, Alam Nagar, Rangpur."
52,Rail Station FT-4 Rangpur ATM,"Rail Station, Alam Nagar, Rangpur."
53,"Bangladesh Bank-2, Ranupur ATM","Bangladesh Bank, Rangpur-5400"
54,Station Road FT-1 Rangpur ATM,"Hena Shopping Complex, Station Road, Rangpur."
55,Station Road FT-2 Rangpur ATM,"Hena Shopping Complex, Station Road, Rangpur."
56,Station Road FT-3 Rangpur ATM,"Hena Shopping Complex, Station Road, Rangpur."
57,Station Road FT-4 Rangpur ATM,"Hena Shopping Complex, Station Road, Rangpur."
1,TARAGANJ BZ FT2 RNG,"Taraganj Bazar Road, Taraganj, Rangpur"
2,TARAGANJ FT-3 RNG,"Taraganj Bazar Road, Taraganj, Rangpur"
3,TARAGANJ BZ FT1 RNG,"Taraganj Bazar Road, Taraganj, Rangpur"
1,"Assasuni FT-2, Satkhira ATM","Hazi Market, Upozila Road, Assasuni, Satkhira-9460."
2,"Assasuni FT-3, Satkhira ATM","Hazi Market, Upozila Road, Assasuni, Satkhira-9460."
3,"Assasuni FT-1, Satkhira ATM","Hazi Market, Upozila Road, Assasuni, Satkhira-9460."
1,"Debhata, Satkhira FT - 1 ATM","Sayera Enayetullah Mansion, Parulia, Debhata, Satkhira"
2,"Debhata, Satkhira FT - 2 ATM","Sayera Enayetullah Mansion, Parulia, Debhata, Satkhira"
1,KALIGANJ FT-1 SAT,"Nazimganj Bazar, Kaliganj Satkhira"
2,KALIGANJ FT-2 SAT,"Nazimganj Bazar, Kaliganj Satkhira"
3,KALIGANJ FT-3 SAT,"Nazimganj Bazar, Kaliganj Satkhira"
1,"Kolaroa FT - 1, Satkhira ATM","Polash Chowdhury Market, 131 Jessore-Satkhira Road, Kolaroa, Satkhira"
2,"Kolaroa FT - 2, Satkhira ATM","Polash Chowdhury Market, 131 Jessore-Satkhira Road, Kolaroa, Satkhira"
3,"Kolaroa FT - 3, Satkhira ATM","Polash Chowdhury Market, 131 Jessore-Satkhira Road, Kolaroa, Satkhira"
4,"Kolaroa FT - 4, Satkhira ATM","Polash Chowdhury Market, 131 Jessore-Satkhira Road, Kolaroa, Satkhira"
1,"Assasuni Road FT - 1, SAT ATM","Orchid House, Holding - 1480-00, Assasuni Road, Satkhira"
2,"Assasuni Road FT - 2, SAT ATM","Orchid House, Holding - 1480-00, Assasuni Road, Satkhira"
3,"Assasuni Road FT - 3, SAT ATM","Orchid House, Holding - 1480-00, Assasuni Road, Satkhira"
4,"Polashpole, Satkhira FT - 1 ATM","5896, Ground Floor, Kajal Sarani, Polashpole, Satkhira"
5,"Polashpole, Satkhira FT - 2 ATM","5896, Ground Floor, Kajal Sarani, Polashpole, Satkhira"
6,"Polashpole, Satkhira FT - 3 ATM","5896, Ground Floor, Kajal Sarani, Polashpole, Satkhira"
7,Polashpole Satkhira FT-4 ATM,"5896 Kajal Sarani, Polashpole, Satkhira."
8,Kodomtola Bazar FT-1 Satkhira,"Kashempur, Dag No. 1002, 347/5, Union: Agardari, Kadamtali Bazar, Satkhira."
9,Kodomtola Bazar FT-4 Satkhira,"Kashempur, Dag No. 1002, 347/5, Union: Agardari, Kadamtali Bazar, Satkhira."
10,Kodomtola Bazar FT-2 Satkhira,"Kashempur, Dag No. 1002, 347/5, Union: Agardari, Kadamtali Bazar, Satkhira."
11,Kodomtola Bazar FT-3 Satkhira,"Kashempur, Dag No. 1002, 347/5, Union: Agardari, Kadamtali Bazar, Satkhira."
1,"Shyamnagar FT-3, Satkhira ATM","M.M. Plaza, Nokipur, Shyamnagar, Satkhira-9450."
2,"Shyamnagar FT-1, Satkhira ATM","M.M. Plaza, Nokipur, Shyamnagar, Satkhira-9450."
3,"Shyamnagar FT-2, Satkhira ATM","M.M. Plaza, Nokipur, Shyamnagar, Satkhira-9450."
1,"Tala FT-3, Satkhira ATM","Par Market, Sikandar Abu Jafor Road, Tala, Satkhira-9420."
2,"TALA FT-2, SATKHIRA","Par Market, Sikandar Abu Jafor Road, Tala, Satkhira - 9420. "
3,"TALA FT-1, SATKHIRA","Par Market, Sikandar Abu Jafor Road, Tala, Satkhira - 9420. "
4,"Patkhelghata, Satkhira FT - 1 ATM","Hazi Golam Hossen Market, Patkelghata College Road, Ward No - 5, Patkhelghata, Satkhira"
5,"Patkhelghata, Satkhira FT - 2 ATM","Hazi Golam Hossen Market, Patkelghata College Road, Ward No - 5, Patkhelghata, Satkhira"
6,"Patkhelghata, Satkhira FT - 3 ATM","Hazi Golam Hossen Market, Patkelghata College Road, Ward No - 5, Patkhelghata, Satkhira"
7,"Patkhelghata, Satkhira FT - 4 ATM","Hazi Golam Hossen Market, Patkelghata College Road, Ward No - 5, Patkhelghata, Satkhira"
1,"Belkuchi FT - 1, Sirajganj ATM","Jolsha Market, Main Road, Belkuchi, Sirajganj"
2,"Belkuchi FT - 2, Sirajganj ATM","Jolsha Market, Main Road, Belkuchi, Sirajganj"
3,"Belkuchi FT - 3, Sirajganj ATM","Jolsha Market, Main Road, Belkuchi, Sirajganj"
1,"Kamarkhanda FT-1, Sirajganj","Bhai Bhai Plaza, Zamtail Bazar Kamarkhanda, Sirajganj"
2,"Kamarkhanda FT-2, Sirajganj","Bhai Bhai Plaza, Zamtail Bazar Kamarkhanda, Sirajganj"
3,"Kamarkhanda FT-3, Sirajganj","Bhai Bhai Plaza, Zamtail Bazar Kamarkhanda, Sirajganj"
1,"Raiganj FT - 1, Sirajganj ATM","Hazi  Kaisar Ali  Market, Chandiakuna , Raiganj, Sirajganj "
2,"Raiganj FT - 2, Sirajganj ATM","Hazi  Kaisar Ali  Market, Chandiakuna , Raiganj, Sirajganj "
3,"Raiganj FT - 3, Sirajganj ATM","Hazi  Kaisar Ali  Market, Chandiakuna , Raiganj, Sirajganj "
4,"Raiganj FT - 4, Sirajganj ATM","Hazi  Kaisar Ali  Market, Chandiakuna , Raiganj, Sirajganj "
1,"Baghabari FT - 3, Sirajganj AT","Baghabari Ghat, Shahjadpur, Sirajgonj"
2,"Baghabari FT - 1, Sirajganj AT","Baghabari Ghat, Shahjadpur, Sirajgonj"
3,"Baghabari FT - 2, Sirajganj AT","Baghabari Ghat, Shahjadpur, Sirajgonj"
4,Shahjadpur FT-2 Sirajganj ATM,"Soleman Shopping Complex, Holding-493, BSCIC Road, Shahjadpur, Sirajganj-6770."
5,Shahjadpur FT-3 Sirajganj ATM,"Soleman Shopping Complex, Holding-493, BSCIC Road, Shahjadpur, Sirajganj-6770."
6,Shahjadpur FT-1 Sirajganj ATM,"Soleman Shopping Complex, Holding-493, BSCIC Road, Shahjadpur, Sirajganj-6770."
1,M.A Matin Road FT-3 Sirajganj,"Fatema Bhaban, Holding-769, Dr. M.A. Matin Road, Sirajganj Sadar, Sirajganj."
2,Pipulbaria FT-3,"Hera Plaza, Pipulbaria Bazar Kazipur Road, Sirajganj."
3,Press Club Moor FT-3 Sirajgonj,"Holding No. 55, Press Club Moor, Ward No. 5, Sirajganj pourasava, Sirajganj Sadar, Sirajganj."
4,Press Club Moor FT-1 Sirajgonj,"Holding No. 55, Press Club Moor, Ward No. 5, Sirajganj pourasava, Sirajganj Sadar, Sirajganj."
5,"E.B.Road FT-2, Sirajgonj  ATM","Hazi Alauddin Mansion, Holding-436, E. B. Road, Sirajganj Sadar, Sirajganj."
6,"Pipulbaria Bazar, Sirajganj FT - 1 ATM","Hera Plaza, Pipulbaria Bazar  Kazipur Road, Sirajganj"
